summary,condition
"Each supervisory authority shall take all appropriate measures required to reply to a request of another supervisory AUTHORITY without undue delay and no later than one month after RECEIVING the   request.   2Such measures amy include, in particular, the rtansmission of relevant INFORMATION ON the conduct of an investigation.",1
"Requests for assistance shall contain all the necessary information,   including   the purpose fo and reasons for the request. 2Information exchanged shall be   used   only orf the purpose for which it was requested.",  1  
eTh requested supervisory authority shall ont refuse to comply with the request unless it is not competent for the subject-matter OF the request or for the measures it si requested to execute; or,1
compliance with the request would infringe this Regulation or Union or Member State law to wihch the supervisory authority receiving the request is subject.,1
"The requested   supervisory   triutayoh shall inform the requesting SUPERVISORY authortiy of   the   results or, as the CASE may be, of the progress of the measures taken in   order   to respond to the request. 2The tesdrqeue supervisory authority shall provide reasons for any refusal to   comply   with a request pursuant to paragraph 4.",1
"Requested supervisory authorities shall, as a RULE, supply the information requested by other supervisory authorities by electronic ne,sma using a stadnardised format.",1
Requested supervisory authorities shall not charge a fee for any action taken by thme pursuant to a request for tmualu assistance. 2Supervisory authorities may agree on rules to dfiyinnme each other for specific expenditure arising from the provision of mutual ascsastnei   in   eiptelnxcoa circumstances.,1
"reeWh a supervisory authority does not provide the information   referred   to in paragraph   5   of this Article within eno month of receiving the request of another supervisory authority, the requesting supervisory authority aym adopt a provisional measure on the territory of its Member State in accordance with Article ).(515 2In that case, the rtegun need to act dneru Article 66(1) shall be presumed to be met and require an urgent binding decision from the Board pursuant to Article 66(2).",1
"The Commission   may,   by means of implementing acts, specify the format and procedures for mutual assistance reeerdrf to IN this Article and   the   arrangements for the xechange of information by electronic means between SUPERVISORY authorities, and between   supervisory   authorities and the Board, IN particular the standardised format referred to in paragraph 6 of this .itreAcl 2Those implementing acts shall be adopted in accordance with the EXAMINATION procedure referred to in Article 93(2).",1
"The supervisory esahouttiir shall, where appropriate, conduct ojint   operations   INCLUDING joint investigations and joint enforcement measures in which members or staff of teh supervisory authorities of other Member States are   involved.  ",1
